surface_m2,nb_pieces,age_annees,distance_centre_km,price
19.5,1.0,67.0,,8000.0
98.8,4.0,83.0,,254366.0
91.7,5.0,42.0,22.78,198176.0
66.3,,34.1,10.19,187554.0
100.6,4.0,,,275764.0
74.1,4.0,49.3,14.94,197733.0
57.9,4.0,52.2,,149972.0
52.0,1.0,,13.86,75611.0
55.6,3.0,67.2,1.09,177549.0
77.9,4.0,,15.22,178459.0
117.3,6.0,39.6,,333196.0
56.2,2.0,96.7,,118014.0
63.1,3.0,74.3,1.28,170193.0
47.2,3.0,13.7,12.7,131400.0
55.0,2.0,,20.5,78347.0
102.4,,35.2,13.5,301538.0
88.0,4.0,,17.0,207227.0
42.9,3.0,28.8,6.98,120225.0
77.0,4.0,49.3,,188912.0
104.0,,22.6,,267304.0
41.2,1.0,89.2,27.69,10211.0
73.8,3.0,,11.32,165611.0
90.4,4.0,,22.86,175903.0
54.0,,,12.11,124343.0
47.4,2.0,85.9,15.31,84825.0
61.0,2.0,41.6,8.24,145557.0
119.6,6.0,77.8,8.98,320120.0
121.8,5.0,65.9,19.01,304516.0
62.5,3.0,27.6,9.93,161357.0
83.5,5.0,29.5,19.73,227615.0
153.5,9.0,6.5,16.76,456534.0
55.6,3.0,63.1,,119021.0
87.5,4.0,18.9,16.92,225948.0
35.8,,38.2,,63732.0
76.3,4.0,,,234618.0
64.1,2.0,65.1,21.75,110563.0
44.3,2.0,9.2,0.65,148034.0
74.8,,84.8,23.76,155380.0
46.2,2.0,2.8,,90752.0
58.2,,,13.35,116520.0
201.5,,74.7,13.8,550756.0
58.3,2.0,32.2,28.12,96387.0
45.3,2.0,56.4,10.52,121060.0
48.2,1.0,63.7,9.7,105049.0
36.9,1.0,2.2,5.06,110831.0
41.4,3.0,3.1,,80590.0
73.4,3.0,28.7,27.97,183559.0
56.3,3.0,34.2,2.43,163759.0
77.9,3.0,97.0,5.36,218530.0
80.1,3.0,0.9,12.29,209511.0
49.6,2.0,90.8,,76608.0
77.8,5.0,,7.89,238927.0
102.6,3.0,89.1,2.46,284217.0
49.7,3.0,66.8,5.64,121178.0
109.7,5.0,19.2,,253289.0
43.3,3.0,57.8,25.89,51662.0
160.2,,24.1,18.08,441380.0
20.5,1.0,21.9,29.68,8000.0
41.1,1.0,,24.45,16666.0
49.5,4.0,6.0,19.88,112010.0
92.7,4.0,20.4,21.04,241151.0
26.7,2.0,39.1,19.01,26053.0
113.8,5.0,75.9,17.97,314013.0
102.3,4.0,70.6,,276339.0
53.8,2.0,34.4,8.07,144120.0
79.5,4.0,83.4,22.48,173169.0
61.8,2.0,24.3,27.9,108361.0
43.3,2.0,,18.17,71175.0
79.3,4.0,97.0,5.45,195028.0
108.2,5.0,6.8,25.92,274594.0
19.3,1.0,86.8,10.28,8000.0
81.9,3.0,67.6,,205895.0
90.9,5.0,39.6,,258218.0
55.3,,39.1,,112852.0
52.8,2.0,85.4,,84201.0
46.4,2.0,66.8,3.01,130815.0
94.8,5.0,55.9,,211284.0
20.5,1.0,,,85419.0
34.6,1.0,34.4,,104740.0
90.1,,93.6,29.71,174513.0
41.7,3.0,95.3,8.96,97607.0
64.2,3.0,,10.6,146893.0
48.1,3.0,96.3,,78921.0
95.8,5.0,75.3,3.25,281703.0
39.9,,,10.14,103832.0
86.1,5.0,25.6,5.18,277192.0
81.8,3.0,,21.01,192468.0
63.4,3.0,18.7,1.25,222987.0
28.4,1.0,48.3,16.05,29038.0
72.7,5.0,87.0,23.4,143656.0
835.3,3.0,67.9,,90891.0
37.9,1.0,41.5,15.42,76996.0
85.8,4.0,16.6,25.28,191339.0
,2.0,72.4,27.93,86863.0
47.3,2.0,95.1,4.27,106537.0
59.2,,37.8,28.94,88739.0
83.2,4.0,12.6,23.15,203891.0
32.7,2.0,25.7,13.71,83865.0
75.0,4.0,82.8,,191881.0
52.9,2.0,47.6,,108691.0
99.1,5.0,81.6,5.83,283558.0
40.0,1.0,43.8,14.43,68431.0
89.0,5.0,,3.51,286082.0
95.5,,56.5,,274057.0
141.2,7.0,,9.81,394527.0
68.0,3.0,,28.11,977728.0
95.2,6.0,41.1,4.35,317103.0
49.2,3.0,7.8,28.07,88607.0
127.3,5.0,,15.1,315391.0
67.5,3.0,26.0,15.52,156239.0
61.6,,50.0,,172359.0
49.1,2.0,87.8,25.21,58709.0
54.0,2.0,,,100231.0
36.1,2.0,,29.42,24415.0
71.1,,34.0,,187913.0
71.8,3.0,89.2,25.16,112721.0
105.1,4.0,95.1,3.81,308453.0
82.3,4.0,38.5,27.03,188777.0
76.8,4.0,59.1,12.93,193273.0
45.4,2.0,,3.69,104313.0
49.2,2.0,57.3,15.97,93049.0
41.0,2.0,65.0,4.54,98489.0
102.2,5.0,53.0,18.54,275414.0
65.6,,86.2,2.29,185451.0
54.0,2.0,77.7,0.6,137403.0
50.3,3.0,96.4,10.16,133186.0
105.8,5.0,2.0,22.48,277303.0
33.5,2.0,89.3,9.01,62236.0
163.1,7.0,,19.42,443512.0
35.9,1.0,57.9,14.48,73039.0
46.7,2.0,82.6,9.88,81229.0
59.7,2.0,25.0,,170843.0
51.8,2.0,80.1,,54740.0
48.6,2.0,24.2,18.32,110040.0
66.5,2.0,92.6,22.8,106383.0
80.2,3.0,93.9,23.45,166951.0
47.8,2.0,72.1,9.52,110426.0
115.0,4.0,56.1,7.82,335276.0
113.5,5.0,83.5,,250601.0
67.1,3.0,85.7,1.16,203344.0
41.2,2.0,12.1,7.35,132108.0
84.3,4.0,40.7,22.49,205553.0
58.1,2.0,,27.43,74167.0
55.8,3.0,77.3,,171107.0
127.3,7.0,81.5,16.35,321100.0
77.8,3.0,48.0,,171016.0
63.5,3.0,14.5,24.85,116403.0
43.2,2.0,45.5,6.26,108628.0
77.0,4.0,8.9,19.87,212295.0
132.2,6.0,1.0,,399385.0
61.4,3.0,24.3,,164437.0
78.6,4.0,83.0,4.13,218438.0
55.0,4.0,32.0,6.27,171712.0
112.3,,58.7,,340528.0
107.5,5.0,61.7,1.27,332106.0
34.0,1.0,,28.28,28267.0
84.4,,35.4,2.29,237001.0
122.6,6.0,21.8,,342397.0
78.5,4.0,40.8,3.59,228594.0
29.3,1.0,5.8,5.57,94929.0
173.7,7.0,55.2,13.25,490047.0
54.0,1.0,95.3,,79952.0
66.1,3.0,,,113926.0
71.3,4.0,84.3,6.85,211266.0
75.6,3.0,70.4,9.74,172745.0
26.0,2.0,9.1,14.77,60308.0
80.1,3.0,19.5,,172686.0
36.3,,,2.71,102967.0
76.8,5.0,69.0,22.84,181124.0
75.9,3.0,74.2,13.34,188158.0
191.7,8.0,37.6,22.98,501481.0
40.4,1.0,59.3,,56573.0
58.9,3.0,57.8,16.4,131854.0
65.4,2.0,,,177433.0
59.4,4.0,4.7,20.71,148141.0
157.7,7.0,96.5,3.91,453435.0
184.0,9.0,75.4,14.02,507576.0
87.8,,91.4,24.04,177031.0
53.4,2.0,64.1,2.08,138393.0
122.1,5.0,90.5,8.08,325515.0
68.0,,9.1,5.78,211349.0
43.5,2.0,8.8,,85500.0
60.2,2.0,32.3,17.28,116441.0
93.0,3.0,23.1,21.96,236270.0
29.1,2.0,88.0,,8000.0
80.0,3.0,27.5,14.53,194621.0
88.7,5.0,48.9,,196806.0
78.8,4.0,87.3,3.7,214423.0
96.7,5.0,79.2,,248776.0
80.0,4.0,5.5,13.41,208084.0
62.4,2.0,80.6,9.14,149459.0
76.9,3.0,,,171093.0
72.1,5.0,33.1,14.05,178149.0
96.4,5.0,92.1,28.3,199914.0
72.4,4.0,16.2,,206996.0
45.3,1.0,28.5,25.72,66730.0
56.9,3.0,89.4,16.46,104731.0
61.7,,,6.36,177086.0
112.3,6.0,53.6,,265165.0
64.5,4.0,99.2,,126166.0
54.1,2.0,31.2,,70661.0
72.0,3.0,82.3,,174490.0
101.4,,82.5,7.45,269223.0
73.0,3.0,0.9,5.26,224918.0
82.0,4.0,59.3,3.34,231417.0
45.4,1.0,54.9,5.93,137351.0
71.6,4.0,6.7,7.32,210527.0
40.2,2.0,93.4,,48785.0
47.3,2.0,15.8,11.23,105741.0
62.5,3.0,2.9,,165460.0
76.4,4.0,,16.22,190381.0
44.3,2.0,30.0,12.55,100863.0
89.7,4.0,87.4,22.34,185853.0
55.1,2.0,94.6,22.92,76958.0
82.9,3.0,48.9,14.93,199431.0
116.9,5.0,68.5,13.89,309792.0
40.1,2.0,97.5,14.86,69606.0
77.5,5.0,38.1,21.11,205879.0
54.3,2.0,36.3,21.49,108214.0
62.8,3.0,9.9,9.18,190745.0
77.0,3.0,82.9,,188045.0
52.8,1.0,,12.7,123356.0
95.9,5.0,19.8,28.75,219498.0
124.0,5.0,86.1,24.88,291369.0
74.6,,66.6,24.74,134848.0
85.9,3.0,30.0,0.24,262783.0
40.1,2.0,2.5,25.57,82088.0
73.5,4.0,,,155647.0
78.2,4.0,80.7,12.77,194574.0
87.8,6.0,15.1,,235880.0
81.8,4.0,82.3,22.77,175519.0
76.1,4.0,84.7,11.8,166559.0
62.0,3.0,,11.61,156604.0
133.1,6.0,20.9,17.91,389013.0
37.6,2.0,26.8,21.06,56653.0
116.7,,43.0,29.38,277313.0
73.8,4.0,49.9,29.7,159802.0
54.5,4.0,90.7,12.45,108454.0
71.5,4.0,88.8,17.1,165908.0
83.1,5.0,77.2,16.06,213997.0
65.5,3.0,2.5,16.13,169270.0
,2.0,59.6,,118355.0
37.2,1.0,,11.03,53898.0
67.3,2.0,83.0,12.76,172431.0
84.9,4.0,52.4,21.33,193027.0
54.8,2.0,58.2,12.2,118540.0
57.8,3.0,62.1,21.37,107714.0
113.2,5.0,57.3,22.01,291934.0
64.1,3.0,1.2,16.05,163083.0
83.5,4.0,,24.3,185599.0
46.8,2.0,77.9,15.12,88520.0
79.6,3.0,,28.49,185570.0
48.4,3.0,66.4,7.81,109628.0
35.9,1.0,17.3,,55483.0
117.2,5.0,11.4,4.98,353223.0
24.5,1.0,68.5,,8000.0
79.3,3.0,73.6,9.4,208856.0
31.1,1.0,46.6,9.36,81597.0
84.8,3.0,42.2,,191627.0
174.0,7.0,88.9,19.03,456117.0
41.6,1.0,87.7,,122151.0
66.0,,,29.46,105396.0
98.5,6.0,,,303320.0
234.7,11.0,5.4,,670892.0
73.8,3.0,76.9,2.71,211983.0
174.5,7.0,4.8,8.54,524926.0
79.7,3.0,51.7,,224698.0
106.1,4.0,52.9,19.54,281720.0
88.8,5.0,96.4,22.77,194816.0
38.8,,19.3,12.73,89840.0
35.1,2.0,,26.75,17851.0
105.8,5.0,13.2,17.32,303122.0
46.1,1.0,92.9,7.2,78898.0
96.1,4.0,80.3,11.5,253839.0
65.4,3.0,74.2,29.06,103668.0
71.6,3.0,66.0,5.46,203757.0
69.6,4.0,13.1,,199813.0
39.8,3.0,56.7,15.2,92890.0
63.4,4.0,62.1,,149108.0
41.4,,26.3,4.93,130264.0
68.9,3.0,7.4,5.49,199735.0
78.5,2.0,32.4,,205567.0
83.4,4.0,2.1,17.89,233939.0
77.3,3.0,22.5,1.43,227409.0
45.5,2.0,93.6,,114322.0
66.7,3.0,28.3,28.76,139928.0
130.5,7.0,61.2,9.32,361856.0
52.6,2.0,27.2,2.17,146665.0
50.0,2.0,,8.23,121244.0
94.7,4.0,,27.78,226376.0
55.7,3.0,97.1,17.18,104781.0
67.9,3.0,81.6,25.25,136661.0
118.7,6.0,24.6,3.06,383175.0
59.4,2.0,16.8,3.27,178550.0
27.1,1.0,1.6,6.11,98737.0
69.7,2.0,7.8,,145998.0
100.5,4.0,70.6,27.22,217727.0
83.5,4.0,48.0,2.7,237411.0
85.6,,,13.02,208776.0
62.7,3.0,16.2,3.78,201086.0
55.4,3.0,66.9,25.6,83349.0
95.9,5.0,91.0,,198859.0
84.7,4.0,,17.14,200619.0
197.9,,79.7,,562536.0
108.3,5.0,13.3,,320768.0
66.1,2.0,76.8,26.2,112137.0
113.6,5.0,11.4,,315912.0
86.4,4.0,99.5,17.62,179761.0
62.7,3.0,74.5,17.8,134041.0
72.8,3.0,87.3,,136849.0
64.8,2.0,40.0,7.4,192220.0
62.4,4.0,70.4,6.88,168688.0
46.5,1.0,28.2,11.84,110659.0
68.9,2.0,8.8,1.26,225133.0
87.7,4.0,60.9,20.3,224273.0
102.6,5.0,95.6,10.36,265587.0
122.6,5.0,95.0,20.02,295361.0
66.2,3.0,,23.34,165787.0
100.4,5.0,84.3,9.07,276466.0
31.4,,35.2,,79952.0
53.4,3.0,33.5,11.44,130776.0
30.6,2.0,96.9,,16676.0
73.8,4.0,,23.55,155169.0
62.1,2.0,81.7,14.76,112891.0
75.1,5.0,16.6,,175464.0
38.6,2.0,2.7,,153031.0
34.4,2.0,54.7,5.34,80889.0
20.9,1.0,0.2,,69990.0
48.9,2.0,73.0,25.27,62758.0
161.8,7.0,26.4,26.1,411110.0
97.6,,81.0,18.21,217407.0
179.8,9.0,83.4,,506459.0
65.5,4.0,85.1,12.1,161530.0
41.7,2.0,50.9,,101789.0
179.4,8.0,2.6,4.37,566318.0
65.5,3.0,1.8,6.58,209469.0
37.2,2.0,55.6,24.06,58671.0
44.8,2.0,43.9,,61498.0
106.3,4.0,,16.58,289978.0
47.6,3.0,91.3,2.75,112910.0
117.9,5.0,96.7,20.6,268195.0
110.8,,64.2,3.56,307736.0
122.9,5.0,17.4,,304671.0
57.9,2.0,3.4,7.74,1348464.0
14.9,1.0,,27.73,8000.0
127.5,6.0,,2.42,391139.0
96.4,5.0,50.2,19.74,240447.0
41.0,1.0,,,32591.0
71.9,3.0,92.6,,151845.0
117.8,6.0,41.3,14.26,313339.0
64.8,2.0,,,148223.0
93.1,4.0,64.7,5.29,247833.0
110.6,,,27.32,265840.0
56.4,2.0,7.4,10.57,139881.0
132.9,7.0,,21.05,333037.0
30.4,2.0,,11.63,52675.0
59.9,2.0,2.4,12.69,140765.0
48.1,3.0,41.1,0.87,158609.0
92.3,4.0,5.7,6.76,275529.0
115.7,,97.8,,282747.0
75.3,3.0,47.6,,214779.0
162.1,7.0,52.8,,511266.0
97.9,4.0,79.1,17.27,224793.0
48.5,1.0,32.6,15.29,113534.0
99.8,5.0,53.3,1.41,319204.0
63.4,2.0,82.3,,123524.0
49.6,2.0,25.1,29.24,54908.0
79.1,3.0,68.1,29.42,147356.0
68.9,3.0,11.7,,174027.0
94.6,4.0,28.9,3.8,316992.0
135.2,6.0,,,392750.0
121.8,6.0,80.5,18.34,309696.0
41.3,2.0,16.9,,121601.0
78.6,4.0,33.8,10.22,226028.0
31.2,2.0,24.0,8.01,103585.0
96.9,5.0,91.3,16.16,223936.0
68.9,4.0,94.8,18.53,144207.0
83.6,4.0,,6.32,231308.0
88.6,,51.7,17.16,213247.0
37.2,2.0,,24.64,38284.0
,5.0,67.9,15.96,255173.0
214.0,10.0,65.0,6.72,630942.0
94.5,5.0,44.0,26.27,203706.0
59.8,3.0,1.5,3.34,211531.0
24.7,2.0,37.2,,29649.0
47.2,2.0,,3.4,114589.0
81.7,,82.1,20.39,184867.0
60.0,3.0,51.4,5.43,163954.0
36.7,1.0,12.2,10.68,84210.0
115.6,4.0,,1.6,356169.0
67.3,3.0,64.1,25.38,120800.0
59.6,1.0,83.5,6.25,164192.0
85.0,,2.0,,253865.0
124.3,6.0,42.1,17.22,326123.0
98.3,4.0,,11.25,252144.0
87.7,3.0,85.4,18.79,199999.0
48.8,2.0,53.1,21.82,106889.0
55.1,2.0,90.7,15.44,106598.0
40.0,2.0,37.7,26.18,22736.0
63.5,3.0,33.0,9.01,159926.0
37.7,2.0,89.9,4.45,94717.0
86.6,4.0,85.7,29.27,178559.0
53.0,3.0,44.1,3.2,150777.0
136.1,7.0,,28.73,375623.0
41.2,2.0,38.2,7.55,111531.0
35.9,1.0,,4.69,94132.0
107.6,5.0,99.6,12.24,283560.0
138.1,6.0,,0.94,441811.0
142.1,5.0,63.2,,427612.0
58.2,3.0,66.1,26.17,118743.0
106.6,4.0,93.5,0.22,309570.0
95.6,,71.0,23.92,234054.0
111.7,5.0,11.1,4.11,343033.0
90.8,5.0,20.1,,264858.0
50.1,2.0,18.3,0.25,169742.0
29.4,1.0,25.4,,8000.0
83.6,4.0,19.3,0.88,270515.0
122.4,6.0,52.7,8.59,355293.0
146.6,6.0,84.0,,393891.0
137.6,5.0,94.2,,369282.0
61.7,3.0,59.8,9.99,157666.0
77.9,,53.5,,215828.0
57.3,2.0,2.7,21.43,128245.0
82.3,4.0,38.7,,234650.0
26.1,1.0,98.7,10.09,29453.0
84.6,5.0,30.3,7.84,262117.0
44.2,2.0,9.5,10.76,12761.0
98.7,5.0,61.0,11.52,250321.0
49.2,2.0,,11.57,133632.0
37.9,1.0,99.0,9.12,72896.0
88.0,5.0,84.9,26.71,179623.0
69.5,3.0,86.9,25.12,153828.0
62.4,3.0,69.1,27.39,116152.0
60.2,2.0,45.9,0.8,166255.0
133.0,7.0,29.3,23.94,370212.0
86.2,5.0,68.2,,211782.0
47.3,3.0,37.3,17.84,100329.0
62.9,3.0,72.8,10.37,152849.0
108.7,,10.3,20.31,300920.0
119.1,5.0,,,280266.0
70.2,,57.0,1.45,213352.0
45.8,3.0,33.7,8.55,108810.0
71.3,,100.0,,176413.0
76.6,3.0,62.8,15.47,188434.0
132.3,5.0,38.1,5.33,401234.0
91.0,5.0,67.7,9.41,240950.0
107.8,6.0,,29.1,255845.0
119.2,6.0,87.0,6.43,342868.0
33.1,1.0,27.0,,34404.0
27.8,1.0,,5.28,104432.0
44.8,,63.5,12.98,83023.0
72.8,3.0,57.8,25.01,152480.0
112.5,5.0,84.3,21.56,259307.0
60.7,3.0,75.8,5.0,12682.0
107.2,5.0,28.0,5.97,311587.0
69.2,,5.5,23.49,165403.0
70.7,3.0,29.3,25.6,130618.0
57.5,,42.0,4.14,172931.0
100.9,4.0,25.2,19.93,255619.0
90.3,4.0,58.4,21.83,223576.0
104.4,5.0,19.1,6.21,310825.0
82.0,3.0,92.7,,140811.0
103.4,4.0,80.5,3.75,310665.0
43.5,,,,102881.0
105.1,4.0,26.9,20.52,267266.0
41.5,1.0,31.1,,78310.0
66.8,,59.0,,207278.0
,1.0,11.7,,114533.0
66.2,3.0,86.0,,137931.0
117.2,5.0,51.2,,339234.0
83.7,3.0,29.4,,189699.0
49.5,3.0,,26.68,56361.0
101.6,4.0,53.3,8.54,285403.0
61.1,3.0,88.6,0.09,152956.0
73.6,4.0,86.0,15.51,171823.0
75.2,3.0,22.3,9.4,212190.0
32.9,2.0,87.8,22.42,8000.0
61.8,3.0,,10.61,181950.0
93.7,4.0,30.6,,230375.0
169.7,9.0,0.5,,48326.0
51.4,4.0,21.2,2.36,190898.0
32.3,2.0,96.4,9.59,49292.0
58.4,3.0,25.7,27.79,95731.0
56.2,3.0,73.6,,94254.0
22.8,1.0,76.6,25.98,8000.0
71.0,3.0,8.7,6.64,217673.0
79.7,4.0,6.6,17.3,224165.0
44.8,2.0,59.0,,103138.0
135.4,,91.3,10.52,372889.0
51.3,,47.8,4.33,133317.0
59.2,2.0,57.1,,141194.0
96.6,4.0,43.3,10.6,256040.0
46.6,2.0,64.2,11.63,113709.0
48.1,3.0,75.7,8.51,120076.0
40.2,3.0,63.0,25.48,43591.0
79.8,4.0,50.9,,223601.0
59.0,2.0,65.7,,97966.0
112.9,5.0,56.5,,347514.0
61.9,3.0,,27.25,86399.0
141.1,,47.3,10.51,391412.0
40.4,2.0,48.0,18.59,58683.0
42.0,2.0,1.9,13.04,91866.0
37.9,1.0,58.7,27.64,31553.0
100.2,5.0,6.5,,277075.0
63.9,4.0,10.6,20.46,165583.0
141.0,,59.1,,377159.0
55.1,2.0,22.8,3.6,149738.0
116.4,5.0,,24.34,272779.0
53.2,2.0,68.6,1.82,157670.0
68.6,3.0,,19.4,133591.0
97.2,4.0,63.5,,220823.0
77.0,4.0,27.2,,163887.0
39.1,3.0,90.6,22.88,32722.0
46.5,2.0,,12.11,134960.0
80.6,4.0,,2.18,255556.0
118.4,7.0,11.2,,307852.0
45.6,,64.4,,78510.0
83.3,3.0,,25.13,188641.0
66.5,3.0,8.6,15.92,157723.0
75.1,4.0,25.0,5.97,233931.0
76.2,5.0,42.4,,219058.0
97.4,4.0,,4.04,265945.0
62.8,3.0,,29.98,102754.0
106.0,4.0,32.8,16.51,261166.0
110.3,4.0,33.2,18.82,281456.0
61.7,3.0,22.8,15.67,147936.0
49.7,2.0,27.2,29.88,51116.0
96.9,4.0,92.9,21.51,194621.0
88.8,4.0,9.5,,285114.0
72.6,3.0,,,158513.0
78.9,4.0,86.6,10.29,194790.0
119.7,5.0,67.0,12.02,335289.0
56.3,2.0,41.3,,156899.0
41.3,1.0,,,78336.0
30.4,1.0,90.0,25.6,8000.0
34.5,3.0,79.8,12.63,65282.0
50.8,3.0,39.8,26.48,80032.0
51.8,,89.0,,133967.0
822.5,4.0,11.7,21.27,210155.0
124.9,5.0,78.7,10.36,331964.0
46.9,2.0,24.8,,104147.0
60.2,3.0,55.5,,163280.0
36.6,2.0,3.4,29.44,75508.0
25.9,1.0,32.8,3.1,81395.0
62.5,3.0,16.3,17.59,137428.0
109.3,5.0,13.7,,350458.0
62.4,3.0,36.7,3.49,161125.0
34.1,2.0,53.6,25.73,23365.0
61.2,2.0,83.5,13.02,124165.0
64.7,3.0,62.0,18.94,128425.0
71.7,3.0,93.4,,116997.0
145.9,7.0,77.9,,409796.0
144.3,7.0,,,358408.0
114.4,6.0,,18.23,321024.0
36.4,2.0,60.0,,43267.0
43.5,1.0,27.2,15.6,97614.0
21.0,2.0,45.6,,26205.0
58.8,3.0,91.4,,116631.0
180.0,8.0,41.8,16.53,504075.0
76.3,3.0,5.7,25.46,153837.0
104.3,5.0,,27.64,222237.0
106.0,6.0,38.1,,261266.0
38.5,2.0,,8.57,88304.0
104.0,5.0,54.8,,232217.0
,5.0,,29.02,236233.0
73.6,4.0,37.8,28.02,151062.0
33.4,2.0,4.1,2.91,124689.0
75.5,4.0,34.7,,209662.0
61.7,2.0,28.7,5.91,190669.0
76.4,4.0,77.1,22.54,152598.0
69.9,3.0,84.5,14.76,153658.0
63.3,3.0,79.3,,104730.0
43.6,2.0,36.7,11.29,118323.0
54.5,3.0,22.6,21.59,127405.0
62.3,3.0,,22.85,136884.0
32.6,1.0,4.0,19.2,44978.0
143.6,6.0,22.5,10.22,423091.0
90.8,4.0,97.2,,233959.0
75.4,3.0,54.6,14.1,180457.0
98.2,3.0,97.9,,219865.0
168.2,7.0,13.8,15.19,470310.0
98.2,5.0,68.7,9.65,270600.0
83.7,,71.0,5.18,219981.0
65.7,3.0,93.2,24.35,133709.0
66.9,3.0,63.1,,147694.0
94.5,4.0,83.7,27.04,207098.0
97.0,4.0,85.5,12.85,235986.0
77.2,4.0,66.4,23.46,188851.0
94.2,5.0,45.8,8.89,264497.0
84.7,4.0,9.2,24.51,211117.0
27.6,1.0,32.0,20.33,8000.0
57.4,4.0,23.7,1.38,210653.0
73.7,,36.5,,152365.0
119.3,6.0,93.2,14.05,297190.0
56.3,1.0,,23.87,124327.0
92.5,5.0,2.0,7.81,274811.0
55.6,3.0,66.5,14.35,128520.0
40.6,1.0,23.1,,37984.0
42.4,2.0,36.3,14.91,92701.0
139.7,,19.2,29.66,346769.0
40.4,2.0,43.5,0.93,135430.0
45.6,,98.1,27.98,30378.0
64.1,3.0,13.7,1.36,202233.0
32.7,2.0,,24.28,8000.0
26.7,2.0,94.3,14.55,35174.0
54.0,2.0,23.9,9.89,139424.0
104.9,5.0,31.7,17.61,281564.0
155.5,8.0,67.8,25.19,412417.0
52.3,2.0,55.8,28.89,54937.0
58.0,3.0,22.5,4.54,180762.0
125.0,6.0,34.3,11.42,357374.0
114.7,6.0,54.7,,341972.0
95.1,4.0,62.8,,255520.0
74.7,4.0,,8.45,205211.0
33.3,1.0,28.4,0.6,95051.0
36.7,3.0,52.8,,74174.0
62.7,3.0,79.8,24.31,104702.0
55.6,3.0,20.4,,92312.0
164.7,6.0,3.4,,487519.0
58.3,3.0,3.5,20.21,156868.0
88.9,4.0,72.6,6.3,242746.0
79.6,4.0,74.1,6.24,217289.0
61.9,,49.4,3.57,165750.0
81.3,4.0,,22.58,197704.0
39.2,2.0,12.0,9.55,112393.0
36.3,1.0,62.3,13.05,53864.0
127.3,5.0,13.3,8.29,366049.0
108.2,,73.3,7.05,288926.0
78.1,4.0,18.5,5.51,209898.0
89.0,5.0,74.4,26.28,204990.0
93.6,4.0,2.4,20.57,266166.0
96.1,4.0,56.7,,265130.0
56.1,2.0,0.9,11.65,168552.0
99.6,5.0,4.8,,301919.0
43.5,2.0,,27.52,69980.0
125.7,6.0,51.7,,367359.0
86.9,4.0,,28.1,194574.0
69.4,3.0,5.0,25.4,148360.0
47.9,2.0,59.0,10.21,117498.0
44.7,3.0,16.5,2.46,144286.0
75.1,5.0,,28.5,154954.0
122.8,5.0,,3.41,344984.0
128.9,,,,383603.0
102.8,6.0,15.3,14.55,304124.0
83.4,3.0,72.4,2.06,241690.0
71.0,4.0,,,182537.0
61.6,,92.2,0.34,178767.0
58.8,3.0,18.9,14.26,137326.0
46.8,2.0,99.5,10.91,122585.0
98.0,5.0,,,288369.0
98.7,6.0,63.6,25.47,236561.0
104.5,5.0,20.9,29.41,236707.0
45.0,,72.9,26.1,64904.0
64.5,3.0,63.6,9.57,164407.0
198.4,10.0,23.4,14.71,587233.0
53.2,1.0,92.8,5.24,120883.0
58.9,2.0,3.1,4.91,173500.0
109.8,5.0,5.8,5.58,348422.0
120.1,5.0,47.4,21.02,310150.0
73.5,4.0,69.7,6.2,205060.0
167.6,7.0,3.0,,525654.0
64.2,3.0,75.3,,189444.0
68.9,4.0,26.7,10.41,192534.0
107.7,6.0,11.1,19.95,309834.0
64.9,3.0,97.5,,174792.0
88.8,3.0,59.2,27.0,177479.0
45.3,3.0,37.8,,114875.0
91.0,4.0,89.2,,185392.0
111.8,5.0,,27.53,293265.0
55.5,2.0,72.4,21.37,95142.0
31.9,1.0,68.0,28.93,14533.0
79.9,,98.8,,174019.0
56.1,1.0,79.4,25.35,66203.0
167.0,7.0,87.8,21.65,437038.0
76.4,4.0,85.6,,194029.0
90.2,4.0,14.9,6.55,263338.0
155.9,7.0,77.6,19.54,430378.0
59.2,3.0,63.3,,111387.0
65.0,2.0,69.9,,126404.0
99.7,5.0,,18.39,230137.0
24.8,1.0,47.3,6.17,57465.0
65.0,4.0,95.7,4.69,175392.0
76.2,4.0,14.5,,172712.0
46.4,,41.0,7.58,123365.0
35.4,1.0,12.3,,31777.0
58.1,3.0,93.2,9.98,127915.0
24.1,1.0,6.0,,49119.0
67.0,2.0,83.7,10.2,134299.0
43.4,3.0,31.0,3.46,133642.0
58.8,2.0,63.7,1.27,153142.0
80.1,4.0,40.9,12.84,243708.0
64.8,3.0,6.5,4.78,204966.0
99.5,5.0,31.4,2.54,301114.0
31.1,1.0,67.4,13.51,54486.0
113.0,6.0,49.2,,319526.0
58.2,2.0,97.8,,152396.0
50.1,2.0,91.1,29.88,45412.0
183.0,7.0,49.8,15.38,501007.0
123.5,5.0,47.3,13.5,347703.0
39.2,1.0,9.3,14.6,84005.0
31.5,2.0,6.3,18.68,27845.0
58.2,3.0,,17.96,130521.0
71.7,3.0,19.5,18.68,172224.0
69.0,3.0,22.4,17.92,172402.0
91.8,4.0,86.3,,231672.0
81.3,3.0,24.9,13.2,197685.0
43.4,2.0,,3.83,129550.0
132.5,7.0,23.0,0.24,410547.0
52.7,2.0,67.8,,81086.0
68.0,4.0,34.6,10.87,203127.0
77.0,3.0,98.3,4.22,221240.0
128.6,6.0,65.9,19.33,348224.0
49.9,2.0,98.4,13.17,95660.0
87.7,4.0,42.8,6.88,246213.0
96.1,,85.8,12.5,252664.0
126.5,6.0,,16.04,322823.0
