surface_m2,nb_pieces,age_annees,distance_centre_km,price
55.6,3.0,58.4,,151942.0
57.7,3.0,89.5,14.38,146711.0
41.6,1.0,70.2,,135324.0
55.6,3.0,75.9,,145250.0
68.5,3.0,,25.37,148917.0
50.3,1.0,62.0,14.74,134063.0
44.7,1.0,41.0,,94883.0
,3.0,70.2,,167731.0
28.6,1.0,99.4,16.44,65635.0
104.8,5.0,,12.57,317806.0
36.8,2.0,76.3,15.16,83924.0
42.0,2.0,,19.62,141427.0
135.8,7.0,78.1,23.04,374535.0
85.6,4.0,,7.74,295995.0
46.0,,91.6,9.49,138406.0
56.4,2.0,33.2,0.21,202773.0
47.1,3.0,53.9,16.57,118738.0
70.5,4.0,87.1,2.98,248015.0
21.7,1.0,54.4,9.59,55488.0
78.6,3.0,98.6,,193913.0
,5.0,21.4,,400855.0
128.8,,,4.74,426396.0
90.4,5.0,13.5,25.69,271805.0
37.5,2.0,0.2,29.7,74294.0
50.8,2.0,52.5,17.48,147768.0
59.0,3.0,,24.2,125803.0
49.1,2.0,56.3,21.82,103763.0
138.4,6.0,77.9,27.11,391019.0
65.4,3.0,46.0,16.72,184092.0
47.5,3.0,74.8,,131209.0
153.5,7.0,62.7,19.5,446122.0
87.6,4.0,84.9,8.04,282885.0
50.9,2.0,11.5,28.38,118384.0
105.2,4.0,15.3,2.46,381666.0
101.5,5.0,38.7,,297705.0
41.9,,12.6,1.91,188603.0
51.0,,47.5,2.11,185309.0
145.3,7.0,,21.55,439246.0
54.1,2.0,46.5,10.55,193177.0
53.5,3.0,,,104113.0
57.4,1.0,28.7,25.34,156427.0
164.3,7.0,71.1,26.55,463743.0
48.7,2.0,,29.36,82525.0
65.8,3.0,2.7,1.3,262581.0
44.6,2.0,,26.75,59323.0
49.6,2.0,14.6,0.63,217200.0
38.8,2.0,42.1,7.92,129737.0
48.0,3.0,,20.89,135896.0
101.3,4.0,86.8,28.73,251821.0
37.5,1.0,54.9,18.62,59047.0
126.2,5.0,65.8,29.74,339242.0
116.0,6.0,56.0,,336291.0
73.4,4.0,13.3,0.58,269140.0
80.8,3.0,71.4,,198827.0
86.4,3.0,44.6,18.11,257796.0
73.7,3.0,46.4,21.63,192617.0
29.3,2.0,46.2,,48972.0
76.2,3.0,,,175153.0
65.1,3.0,76.2,,209942.0
62.2,2.0,25.7,21.6,160770.0
150.9,,76.2,26.59,432026.0
72.9,3.0,87.9,10.88,206521.0
94.4,,24.0,15.81,293734.0
75.4,4.0,41.7,3.28,290674.0
72.9,,,,267883.0
61.0,4.0,35.5,,148635.0
63.8,3.0,60.9,26.84,126738.0
54.7,3.0,82.3,,127029.0
116.4,5.0,4.7,7.39,421133.0
69.3,3.0,71.5,26.88,151799.0
61.6,3.0,,2.6,233638.0
48.8,2.0,69.6,14.04,125825.0
52.8,2.0,,25.57,122524.0
45.3,3.0,95.0,2.41,163372.0
49.0,3.0,13.3,12.94,139327.0
55.7,2.0,52.3,23.5,155055.0
157.4,6.0,38.2,19.53,453126.0
81.1,4.0,17.5,5.51,312090.0
127.2,6.0,,,405186.0
70.3,3.0,1.0,,193159.0
36.6,1.0,60.9,18.83,47148.0
187.6,9.0,44.1,7.83,605134.0
4.1,,24.1,23.92,372985.0
62.6,3.0,96.7,7.04,196769.0
50.3,3.0,1.9,27.65,123086.0
47.5,2.0,,14.0,117081.0
72.2,3.0,89.7,10.45,225833.0
44.6,2.0,,,76642.0
79.0,4.0,73.0,21.25,222014.0
132.1,6.0,74.8,,403109.0
137.5,6.0,80.0,4.79,458836.0
,,6.7,,196060.0
64.3,3.0,85.7,1.35,235173.0
116.7,5.0,94.3,,352040.0
50.8,2.0,95.6,14.68,121489.0
26.9,1.0,,,8000.0
29.2,1.0,19.6,20.04,65036.0
120.1,,,28.57,343262.0
,3.0,18.1,19.67,271700.0
89.3,3.0,88.2,22.8,232594.0
43.1,1.0,,14.34,127238.0
76.5,3.0,20.2,2.72,287238.0
76.1,4.0,73.9,,281102.0
35.4,1.0,89.1,17.35,53422.0
76.8,3.0,17.1,4.78,255716.0
39.0,,67.4,4.94,125822.0
118.2,6.0,49.8,13.54,388396.0
43.3,3.0,77.5,25.15,87359.0
76.0,3.0,51.5,,267682.0
88.2,4.0,39.7,27.55,220786.0
62.3,3.0,7.4,2.26,239507.0
80.7,4.0,83.4,4.57,249868.0
94.5,4.0,9.0,,298709.0
51.3,2.0,9.4,,138485.0
37.4,2.0,64.0,,139185.0
50.4,2.0,66.5,,101937.0
70.6,3.0,1.7,29.52,189691.0
89.3,5.0,28.8,,289047.0
52.3,3.0,,22.72,136062.0
67.6,4.0,37.4,12.01,206965.0
81.1,4.0,2.0,,277293.0
38.7,2.0,49.3,,117795.0
53.4,2.0,72.0,,179838.0
76.1,3.0,96.1,13.38,233815.0
79.3,4.0,39.3,9.91,251725.0
57.5,3.0,,,201147.0
33.1,1.0,,21.57,50781.0
134.0,7.0,36.2,12.32,426847.0
57.3,2.0,16.5,,203778.0
46.5,3.0,4.6,16.33,128954.0
79.6,3.0,4.2,,309687.0
97.5,5.0,62.5,,275403.0
41.8,2.0,3.0,29.6,77458.0
33.7,,99.4,24.77,34132.0
107.6,5.0,7.6,12.61,352243.0
97.3,5.0,9.1,28.26,295388.0
93.8,4.0,77.2,27.51,245677.0
92.6,4.0,76.4,10.32,287272.0
80.9,4.0,73.8,27.6,200998.0
119.0,5.0,55.2,20.64,339493.0
48.2,2.0,80.3,27.6,98254.0
42.6,3.0,21.2,,109657.0
80.1,5.0,30.5,17.22,238407.0
76.3,3.0,5.0,18.64,243262.0
73.3,3.0,85.4,4.04,228663.0
89.9,4.0,80.4,25.45,241261.0
61.0,3.0,11.4,,163161.0
72.7,4.0,14.0,,181793.0
62.7,3.0,89.9,,216465.0
203.3,9.0,53.1,10.0,622911.0
86.4,4.0,94.4,8.78,257786.0
52.2,,,26.38,102920.0
33.4,1.0,53.1,22.74,45864.0
129.9,6.0,72.4,,365119.0
159.3,8.0,58.6,0.91,564164.0
87.6,5.0,97.9,1.02,279990.0
154.7,,9.4,21.27,488917.0
21.3,1.0,60.3,7.14,56339.0
68.7,3.0,38.2,0.62,250270.0
49.4,3.0,98.1,,144951.0
77.4,,92.8,,187781.0
62.2,2.0,1.2,12.39,219253.0
43.1,,,4.14,140345.0
,3.0,,21.53,57375.0
115.4,6.0,,27.33,332045.0
78.9,2.0,,25.29,183656.0
116.7,6.0,19.9,6.11,413555.0
36.3,2.0,31.4,13.67,111295.0
64.1,3.0,80.7,28.72,139393.0
73.7,,,27.8,198864.0
131.1,6.0,,,368998.0
77.0,3.0,50.5,24.12,197037.0
33.5,1.0,85.5,11.84,72801.0
107.3,5.0,60.0,8.5,347994.0
34.3,2.0,15.4,7.14,129625.0
84.5,5.0,37.6,,254106.0
62.2,3.0,78.0,12.46,176486.0
44.9,1.0,46.1,19.53,82358.0
77.0,4.0,96.3,9.38,255922.0
49.2,3.0,84.9,11.62,148435.0
27.7,2.0,53.2,28.03,8000.0
103.3,4.0,20.6,,331340.0
36.1,1.0,,0.66,122364.0
64.1,4.0,8.1,11.39,227595.0
101.2,4.0,90.2,6.84,328886.0
,2.0,58.6,,125873.0
70.4,3.0,73.2,,223280.0
84.9,4.0,88.2,19.2,250211.0
41.3,3.0,97.6,3.64,137416.0
80.7,3.0,58.8,20.48,214926.0
60.2,3.0,37.4,8.81,203202.0
53.8,2.0,73.5,7.52,143747.0
43.0,,,6.29,137723.0
53.8,2.0,63.5,9.33,161615.0
115.5,5.0,56.5,,325047.0
61.6,3.0,63.3,17.19,165929.0
98.7,5.0,67.2,,273994.0
76.0,3.0,35.4,26.49,191935.0
90.6,4.0,35.0,0.22,335218.0
91.3,4.0,23.6,12.6,296197.0
69.1,2.0,24.0,,181371.0
88.0,4.0,51.7,,310010.0
81.4,4.0,11.8,,352649.0
58.5,4.0,,12.98,183701.0
152.7,7.0,73.5,2.48,499230.0
69.6,3.0,80.1,25.46,182844.0
77.9,4.0,,17.64,243643.0
117.3,5.0,24.3,28.15,340435.0
134.0,5.0,,15.27,443746.0
178.8,8.0,57.9,,502058.0
64.6,3.0,61.7,7.06,226101.0
60.3,,60.1,,210806.0
106.9,5.0,99.9,3.63,361804.0
116.3,6.0,,19.95,365555.0
46.0,,62.0,19.24,111340.0
37.4,2.0,0.5,19.99,103424.0
66.5,3.0,,,180775.0
77.6,4.0,21.8,2.13,277654.0
111.3,5.0,86.2,12.02,323315.0
130.7,6.0,52.0,10.74,415685.0
46.2,2.0,79.7,16.5,114153.0
100.0,5.0,30.8,,357231.0
94.1,4.0,,11.48,311763.0
94.6,,94.7,27.49,243039.0
56.9,3.0,66.1,25.12,105078.0
181.4,8.0,36.5,14.96,556877.0
69.2,2.0,44.2,8.09,209615.0
22.6,1.0,45.6,,101740.0
57.2,2.0,56.8,,192858.0
36.4,1.0,26.4,28.84,62112.0
76.9,4.0,49.4,12.36,244977.0
44.6,2.0,73.5,,84235.0
42.0,1.0,22.9,20.57,110492.0
37.2,2.0,5.8,12.16,13127.0
78.9,3.0,15.0,,237914.0
98.8,4.0,5.6,4.96,355388.0
46.3,2.0,,29.02,94288.0
50.4,2.0,67.9,13.72,140792.0
46.7,2.0,50.8,,96083.0
56.4,3.0,17.8,2.87,217770.0
86.0,3.0,64.8,20.54,230905.0
73.9,3.0,72.4,10.19,221400.0
38.9,2.0,88.8,5.17,114960.0
101.5,5.0,17.3,0.22,389327.0
84.1,3.0,,20.4,243485.0
121.8,6.0,31.5,,373508.0
95.7,3.0,,22.92,256142.0
72.6,,21.7,14.66,209504.0
174.7,7.0,,,483319.0
88.1,4.0,45.9,17.94,264414.0
100.7,5.0,,,330579.0
43.4,2.0,,10.34,159691.0
64.3,3.0,28.0,2.48,229054.0
116.7,5.0,,,349048.0
60.0,3.0,0.8,27.94,150687.0
126.2,6.0,67.8,25.53,357774.0
72.4,,80.4,25.52,178099.0
92.8,4.0,52.3,22.71,241065.0
72.9,,53.7,26.75,180377.0
45.4,,62.8,,104103.0
75.0,3.0,59.6,,229170.0
30.4,1.0,,3.72,91861.0
61.4,2.0,38.7,17.95,166935.0
136.2,6.0,26.5,13.28,437597.0
113.5,6.0,,8.07,357136.0
85.4,4.0,12.2,20.79,285145.0
33.9,1.0,23.0,22.28,50546.0
34.1,1.0,81.7,27.79,30313.0
44.8,3.0,,,86075.0
67.1,2.0,74.8,,190566.0
69.0,3.0,,,200511.0
44.6,2.0,,12.23,112835.0
96.5,5.0,,17.53,279411.0
39.9,2.0,74.7,,141928.0
67.8,3.0,25.5,13.82,218293.0
63.1,3.0,88.2,13.78,178293.0
146.1,7.0,,25.66,429449.0
55.9,,,1.83,210920.0
79.9,3.0,57.8,9.32,264030.0
78.9,5.0,64.6,25.23,225237.0
109.4,5.0,42.1,17.31,326605.0
159.0,7.0,10.2,28.28,460480.0
103.8,4.0,5.5,28.53,278501.0
46.2,,9.6,28.55,107470.0
161.5,8.0,40.4,2.07,529843.0
65.6,3.0,45.0,,221307.0
53.3,,47.7,22.34,124364.0
54.1,2.0,65.4,7.86,156446.0
144.0,6.0,,12.2,432793.0
74.1,4.0,94.5,,257439.0
83.0,4.0,8.6,17.71,291192.0
113.9,6.0,90.2,22.34,326766.0
67.1,,64.1,,171760.0
160.3,7.0,12.1,14.04,517808.0
33.8,2.0,65.0,12.46,61372.0
43.9,2.0,,1.17,167112.0
78.2,3.0,,,255233.0
38.3,1.0,63.2,22.59,84324.0
596.0,2.0,33.2,0.05,139818.0
72.1,3.0,77.7,0.93,233272.0
252.0,11.0,29.1,24.43,678444.0
31.0,2.0,34.0,,108972.0
115.2,5.0,,25.15,343168.0
66.4,4.0,8.2,26.53,183216.0
92.7,4.0,,,264218.0
123.8,5.0,84.2,,336169.0
93.9,5.0,88.6,,309095.0
237.9,12.0,34.6,,677263.0
81.8,3.0,88.3,11.89,236625.0
124.0,6.0,80.1,15.97,369101.0
63.0,,60.7,27.65,127442.0
100.6,4.0,70.8,,334106.0
,4.0,39.5,,283480.0
89.0,4.0,12.1,10.31,288435.0
71.1,3.0,50.1,17.26,226788.0
60.9,3.0,1.3,4.35,239614.0
84.5,3.0,21.3,2.5,299148.0
48.8,2.0,48.7,,97698.0
34.4,1.0,99.6,,70552.0
79.7,3.0,47.5,,221368.0
43.9,,64.4,25.02,99572.0
65.4,3.0,67.3,7.67,209315.0
,4.0,31.0,8.85,350381.0
125.0,5.0,37.0,,406403.0
48.8,2.0,0.8,23.87,134479.0
62.8,3.0,96.7,,177436.0
70.2,3.0,,1.96,224521.0
50.7,2.0,,11.22,140261.0
90.7,5.0,,4.68,305032.0
68.3,3.0,15.9,19.03,198918.0
82.7,4.0,49.1,11.0,276637.0
80.5,4.0,98.9,21.51,209934.0
60.8,3.0,48.6,,142707.0
89.0,3.0,12.5,28.08,254762.0
25.6,1.0,76.5,18.07,23152.0
40.6,1.0,91.2,10.86,77264.0
81.0,4.0,87.4,,271088.0
57.9,3.0,55.9,26.01,150738.0
123.0,5.0,60.8,13.17,388506.0
74.1,3.0,,,227633.0
125.8,5.0,93.1,22.63,356629.0
82.6,6.0,,15.38,256503.0
69.1,,43.1,4.33,229979.0
82.2,3.0,78.1,18.59,244078.0
149.1,8.0,14.1,8.68,493540.0
55.7,3.0,39.5,12.62,177199.0
36.4,1.0,92.5,29.9,38300.0
78.5,4.0,2.1,26.78,245530.0
23.3,1.0,26.3,1.81,106954.0
78.1,,89.7,28.63,167612.0
51.5,2.0,97.4,12.69,131814.0
55.4,3.0,28.9,,129596.0
53.0,2.0,65.7,9.91,157911.0
205.5,,48.9,24.55,590489.0
100.0,4.0,,7.23,347292.0
72.4,3.0,59.2,,184301.0
,1.0,38.4,,81923.0
118.7,5.0,23.7,23.83,317112.0
24.1,1.0,38.8,23.5,32283.0
76.7,3.0,13.5,5.44,287718.0
,1.0,90.2,23.12,86086.0
83.9,4.0,68.3,24.35,228267.0
63.5,3.0,,21.84,178735.0
61.2,3.0,,8.97,210489.0
63.2,3.0,97.9,10.41,186052.0
76.9,5.0,78.0,7.38,258666.0
61.9,,,,205954.0
116.8,5.0,85.7,,375609.0
57.6,1.0,,,219781.0
91.7,4.0,68.5,7.3,305683.0
51.3,2.0,23.8,10.99,176649.0
84.2,4.0,98.5,23.57,224269.0
68.6,4.0,31.3,,219028.0
115.4,5.0,91.9,,401542.0
48.5,2.0,73.9,,136520.0
45.1,2.0,26.3,,161962.0
31.9,1.0,70.7,14.58,62258.0
89.2,4.0,,2.73,294851.0
136.0,6.0,11.0,17.57,430981.0
,4.0,56.7,,288717.0
61.0,4.0,56.9,,174982.0
99.9,5.0,7.3,4.06,369406.0
64.9,3.0,,13.49,189114.0
60.3,3.0,,13.31,181258.0
50.4,2.0,44.5,,168462.0
110.6,5.0,74.4,11.39,328924.0
103.1,5.0,,26.83,255462.0
36.8,1.0,4.4,29.96,76032.0
86.8,4.0,20.5,29.27,219454.0
86.1,4.0,79.8,28.17,188631.0
97.7,,59.9,3.71,346355.0
53.6,2.0,13.7,16.99,160440.0
101.6,,74.5,,301597.0
174.1,7.0,12.0,15.51,552537.0
113.6,6.0,,8.18,369213.0
75.7,3.0,,10.93,253677.0
131.9,6.0,94.7,18.71,379585.0
63.4,2.0,1.0,7.09,239444.0
71.8,3.0,79.5,19.15,192951.0
137.3,6.0,76.5,,457702.0
35.5,1.0,92.0,19.25,57876.0
77.0,3.0,82.9,18.0,225047.0
64.5,4.0,7.5,18.83,203510.0
43.5,1.0,,27.17,55348.0
106.1,6.0,91.5,,297890.0
29.2,2.0,94.2,29.9,19298.0
91.2,3.0,81.0,,254913.0
84.1,4.0,69.8,,283861.0
114.2,6.0,,20.8,324669.0
66.8,5.0,71.1,,235757.0
40.7,2.0,,3.45,167510.0
70.1,1.0,,,193062.0
92.7,4.0,73.7,3.03,310618.0
93.3,4.0,52.5,21.98,277433.0
43.2,2.0,33.9,12.61,133502.0
38.5,2.0,5.3,20.25,108563.0
77.2,4.0,84.3,,264352.0
54.4,2.0,70.9,,154793.0
57.5,3.0,10.4,15.39,180034.0
55.2,,69.1,24.82,117636.0
43.7,2.0,68.7,28.72,68576.0
110.2,4.0,67.1,21.22,309616.0
50.8,1.0,92.5,15.29,123344.0
77.9,3.0,79.8,25.29,201185.0
56.8,3.0,78.8,23.02,133692.0
29.2,2.0,5.5,,53553.0
72.8,4.0,27.1,1.08,284320.0
72.6,4.0,11.6,12.27,278470.0
75.3,3.0,,,231347.0
153.8,8.0,89.4,17.73,460783.0
33.5,1.0,81.9,,16990.0
73.0,4.0,9.0,9.5,265860.0
97.9,,98.6,,246577.0
63.2,3.0,45.3,1.8,253667.0
71.6,3.0,89.1,,140126.0
128.4,5.0,,18.59,381249.0
93.8,3.0,42.1,,322332.0
48.6,2.0,,7.91,172779.0
41.1,3.0,59.6,1.74,144587.0
58.2,2.0,37.5,24.13,167918.0
67.8,3.0,41.2,,216586.0
102.0,5.0,48.0,20.25,300769.0
61.8,3.0,6.9,14.96,209981.0
96.1,4.0,,16.73,272464.0
60.9,2.0,32.3,29.91,152629.0
53.1,2.0,,7.44,168309.0
65.6,3.0,3.5,26.26,14657.0
101.3,4.0,89.9,0.95,361582.0
74.4,4.0,,27.68,215673.0
56.5,2.0,7.0,20.73,151157.0
65.7,2.0,54.9,25.69,137636.0
101.5,6.0,4.3,,325489.0
36.4,3.0,8.6,25.7,94468.0
89.1,4.0,15.3,23.46,269263.0
96.7,5.0,91.5,20.03,264880.0
48.3,2.0,30.9,,172337.0
56.9,2.0,39.1,,160901.0
48.0,2.0,32.3,29.77,92146.0
49.1,,48.3,,137586.0
60.2,2.0,16.3,,157392.0
106.4,5.0,,21.02,335939.0
223.2,10.0,40.8,5.3,705148.0
71.0,,1.5,7.46,247486.0
46.4,2.0,44.5,,145443.0
90.8,3.0,51.3,,261836.0
114.6,,51.1,14.45,359110.0
69.6,2.0,72.8,28.86,164615.0
128.7,7.0,15.9,11.43,409475.0
66.2,2.0,91.5,,134369.0
123.9,6.0,60.2,20.64,367677.0
60.2,,55.9,29.8,118412.0
38.8,1.0,55.3,0.61,154056.0
53.0,3.0,20.9,12.47,181195.0
16.4,,24.4,4.24,52888.0
137.9,7.0,73.4,25.88,372894.0
69.7,2.0,,22.17,182872.0
86.7,4.0,,21.65,243285.0
55.6,4.0,19.8,25.11,138338.0
86.7,4.0,74.0,4.85,286719.0
43.1,2.0,40.5,4.66,151378.0
70.8,4.0,16.3,16.21,238625.0
56.5,3.0,,28.73,113109.0
40.8,,6.6,,117646.0
41.6,1.0,42.5,17.3,108704.0
76.0,3.0,19.8,6.66,235376.0
41.5,3.0,31.8,10.92,129731.0
42.7,2.0,14.5,27.25,1076430.0
119.9,6.0,58.4,,335435.0
118.6,5.0,75.2,,412027.0
79.7,5.0,72.2,15.03,237319.0
62.4,3.0,33.3,10.36,216092.0
74.8,3.0,40.7,12.74,246032.0
94.2,4.0,51.6,,303151.0
80.1,3.0,,1.77,268709.0
66.9,4.0,83.4,7.14,217847.0
62.3,3.0,38.6,1.66,221719.0
82.0,4.0,29.5,2.0,291573.0
72.1,3.0,32.4,,232266.0
44.2,2.0,13.2,0.05,158095.0
58.9,3.0,58.5,1.64,218365.0
66.5,4.0,98.5,,144644.0
71.3,3.0,,20.19,193930.0
49.3,2.0,5.8,,205252.0
76.6,3.0,95.8,25.78,169986.0
57.4,2.0,34.0,,153497.0
111.5,5.0,23.9,23.42,337408.0
52.3,3.0,84.2,,126231.0
76.3,3.0,74.1,18.66,214054.0
56.3,2.0,26.3,,162284.0
150.0,8.0,86.6,,461158.0
123.2,5.0,,0.75,458505.0
82.3,2.0,54.7,17.77,230417.0
71.8,3.0,6.9,22.63,205797.0
68.3,4.0,87.3,8.96,218200.0
97.1,4.0,30.0,,278780.0
98.3,5.0,17.4,17.75,315530.0
46.7,2.0,65.5,,163487.0
54.3,2.0,83.2,,142420.0
86.4,4.0,37.9,20.42,277915.0
78.2,3.0,61.5,21.36,223831.0
26.5,1.0,62.3,21.55,36734.0
102.4,4.0,83.4,4.76,328282.0
81.8,4.0,67.7,8.08,257995.0
76.1,3.0,77.7,13.58,228341.0
96.9,4.0,44.6,,354770.0
45.0,,,14.0,133602.0
64.4,3.0,58.8,17.78,207375.0
77.7,3.0,45.9,5.4,272979.0
147.8,5.0,47.0,5.09,475723.0
51.1,2.0,37.2,0.57,225936.0
58.7,3.0,10.6,20.47,187363.0
111.1,,11.7,2.94,420750.0
63.9,3.0,66.9,28.75,125578.0
128.7,6.0,43.4,,366483.0
70.2,3.0,81.1,,212787.0
52.6,2.0,57.5,22.79,98792.0
37.5,2.0,50.1,14.07,89920.0
79.5,3.0,12.9,0.84,297531.0
63.8,3.0,43.3,2.97,238427.0
71.4,3.0,45.8,29.46,171722.0
49.4,2.0,78.1,4.62,180750.0
79.6,4.0,23.7,23.84,235044.0
54.8,,,1.16,207606.0
68.3,4.0,70.4,19.19,199223.0
69.1,3.0,86.1,,198704.0
84.5,4.0,24.9,29.03,228399.0
72.0,3.0,45.9,,228552.0
141.3,6.0,35.5,6.82,468503.0
101.5,4.0,16.3,29.82,292710.0
44.4,2.0,8.0,21.0,118008.0
68.1,3.0,93.2,26.59,159727.0
70.7,3.0,7.4,,273980.0
85.1,4.0,,,228311.0
65.6,3.0,74.1,15.5,179976.0
59.3,2.0,5.9,3.0,207784.0
54.2,,27.5,13.2,160665.0
88.6,4.0,,27.48,228294.0
32.8,1.0,81.4,24.03,35822.0
115.8,5.0,7.8,16.5,354847.0
36.5,1.0,94.7,5.81,94782.0
49.8,4.0,66.2,20.05,115252.0
82.9,3.0,69.6,,287734.0
69.4,4.0,49.0,18.97,182237.0
58.2,2.0,84.6,,171870.0
67.1,3.0,,6.28,242156.0
77.2,5.0,68.1,7.24,263059.0
60.5,3.0,42.8,2.93,220279.0
79.1,3.0,67.5,11.71,229911.0
143.2,,60.9,,462394.0
67.1,3.0,16.2,22.0,204899.0
29.8,2.0,,,68291.0
104.1,5.0,41.6,,354709.0
,5.0,,5.9,411145.0
84.7,4.0,98.8,6.49,276808.0
5.8,,11.2,18.58,320902.0
99.4,4.0,29.1,18.41,320579.0
144.0,6.0,52.3,21.32,439868.0
112.5,,,20.79,308316.0
102.5,5.0,17.0,,372957.0
45.8,2.0,88.7,,84963.0
123.6,5.0,40.6,10.9,388514.0
80.2,,21.2,15.96,261183.0
45.8,3.0,7.7,29.41,109446.0
65.9,4.0,41.7,14.13,205160.0
94.0,4.0,62.3,4.02,326256.0
76.3,4.0,58.5,2.76,287346.0
60.2,2.0,36.7,19.64,156290.0
21.5,1.0,97.1,28.91,8000.0
66.3,5.0,60.1,22.65,191135.0
59.4,3.0,,,152634.0
36.9,2.0,,2.24,127898.0
48.2,2.0,63.5,0.17,177480.0
70.1,4.0,,13.29,231132.0
30.6,1.0,28.2,9.82,100633.0
66.6,3.0,,,198090.0
141.7,,46.0,19.7,416095.0
67.1,3.0,11.6,13.48,228898.0
53.5,3.0,51.4,26.32,121404.0
56.0,3.0,30.1,17.54,174676.0
60.0,3.0,10.8,28.79,158913.0
56.9,3.0,56.1,2.34,188630.0
63.9,3.0,22.8,10.87,189631.0
127.3,6.0,19.7,17.45,405324.0
75.5,3.0,,1.57,272703.0
90.6,5.0,,18.48,257478.0
105.9,4.0,34.4,23.44,311944.0
309.8,,73.6,7.71,842463.0
89.0,5.0,47.4,10.32,288831.0
56.2,3.0,67.8,17.21,163047.0
67.5,3.0,11.7,,213979.0
44.5,3.0,,,77048.0
88.8,4.0,59.5,27.11,248109.0
165.5,8.0,91.7,9.88,500951.0
137.6,6.0,92.6,21.53,424786.0
46.9,4.0,54.9,24.23,115725.0
63.7,3.0,40.1,22.56,162742.0
105.6,5.0,28.2,19.57,342062.0
85.0,4.0,91.7,9.43,252177.0
35.1,1.0,4.1,,95953.0
91.6,5.0,37.8,10.37,289918.0
39.5,2.0,38.1,0.17,153755.0
44.1,3.0,98.9,0.34,135863.0
45.8,2.0,83.6,20.63,104562.0
54.6,,80.7,,120237.0
37.5,2.0,52.3,10.23,117939.0
32.9,1.0,12.8,15.24,91498.0
85.8,3.0,59.7,22.21,242918.0
131.7,7.0,24.3,5.07,435077.0
110.8,4.0,,22.31,306525.0
106.7,,31.0,,371175.0
40.8,2.0,,,81931.0
71.9,3.0,41.0,13.51,204860.0
39.0,2.0,,6.29,151735.0
129.7,6.0,72.3,14.1,404749.0
76.3,4.0,90.5,20.23,211434.0
59.2,3.0,60.7,20.0,165583.0
78.0,1.0,6.6,10.52,262794.0
35.3,1.0,33.1,25.99,48320.0
106.6,5.0,5.4,28.3,301392.0
21.8,1.0,84.2,27.84,8000.0
81.2,4.0,5.8,,277338.0
142.8,7.0,23.8,5.43,503272.0
143.9,,,,444674.0
215.7,10.0,,24.15,615998.0
92.3,4.0,,22.3,271210.0
121.7,5.0,,13.04,389097.0
92.8,4.0,90.6,20.0,263894.0
37.1,1.0,66.1,23.84,63237.0
106.5,4.0,,23.06,285448.0
118.1,6.0,65.2,23.25,324943.0
136.4,6.0,,18.02,410361.0
37.5,,,0.94,141719.0
77.5,4.0,44.5,9.88,262389.0
63.2,3.0,76.9,19.8,160325.0
40.1,2.0,,29.21,60021.0
158.4,7.0,64.5,9.46,487871.0
94.3,4.0,47.5,8.63,291622.0
115.2,5.0,25.7,6.23,385404.0
59.5,4.0,,29.33,140718.0
45.4,2.0,50.8,14.86,123072.0
133.7,7.0,87.4,,404228.0
72.7,3.0,74.5,24.17,170326.0
59.3,2.0,90.6,13.82,153082.0
89.4,3.0,61.9,3.78,314468.0
73.4,4.0,60.5,23.81,195007.0
96.8,5.0,,,275624.0
77.3,2.0,57.5,18.38,218022.0
135.6,6.0,79.9,8.25,421962.0
82.5,4.0,32.9,9.46,257430.0
71.3,4.0,66.4,6.37,234144.0
110.5,4.0,99.4,13.78,328571.0
137.8,5.0,,24.29,413895.0
39.4,2.0,47.2,27.76,69817.0
80.3,2.0,25.4,6.85,253518.0
97.2,4.0,83.2,22.23,256077.0
132.9,6.0,,,402411.0
128.2,5.0,7.5,22.03,409201.0
54.2,3.0,79.7,15.16,143840.0
90.4,4.0,19.5,21.89,230708.0
55.3,3.0,92.0,22.5,105799.0
48.2,2.0,71.1,1.76,172838.0
36.0,2.0,20.3,,123752.0
64.6,2.0,64.0,18.04,174670.0
100.8,4.0,,19.5,329704.0
28.3,1.0,25.8,,32485.0
119.5,6.0,14.5,,383635.0
78.1,2.0,3.2,,234685.0
39.7,2.0,51.8,11.57,121678.0
39.4,2.0,97.9,22.89,48075.0
37.6,2.0,,,43465.0
66.2,4.0,41.4,,239586.0
120.2,,,10.48,363853.0
126.2,5.0,71.4,5.07,417944.0
64.2,2.0,,23.11,140658.0
48.1,2.0,80.6,20.13,83819.0
156.4,6.0,58.7,25.64,434310.0
79.3,3.0,35.1,3.52,270747.0
74.7,3.0,18.9,22.93,227246.0
60.7,2.0,85.6,,207755.0
98.9,4.0,0.1,,296442.0
60.1,2.0,67.0,13.83,178139.0
49.7,2.0,82.9,7.73,146200.0
48.3,3.0,90.9,22.03,91311.0
90.8,5.0,93.0,,245140.0
52.1,2.0,12.5,23.24,146406.0
58.9,3.0,,7.99,171908.0
,,38.5,6.06,149172.0
116.3,5.0,39.2,21.43,354609.0
54.6,3.0,36.7,23.5,129748.0
76.0,2.0,25.8,0.68,263285.0
105.5,6.0,92.6,29.43,287054.0
73.0,3.0,45.4,20.23,203989.0
59.8,3.0,29.6,9.69,197665.0
49.5,2.0,30.4,8.45,150728.0
67.1,4.0,81.4,19.59,192011.0
71.2,,54.1,1.14,254391.0
32.8,2.0,,0.72,118118.0
120.5,5.0,8.7,,372881.0
63.7,3.0,13.9,,203606.0
135.4,6.0,89.4,20.06,387610.0
